Category,Product Name,Sentiment,Emotion,Customer Review,topic,theme,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating
Books,Your Name - Shinkai Makoto - Haru,Positive,Happy,"Pelayanannya mantap, dan respon penjual cekatan serta pengirimannya yang singkat. Terimakasihhh atas layanan dan bonus buku Cinta/Pergi",14,Good / works / authentic product,Kota Tangerang Selatan,99900,4.9,211,155,5
Books,Komik Seri : One Piece ( Eiichiro Oda ),Positive,Happy,"komik asli, pengemasan tebal diisi bubble wrap, pengiriman cepat ??",8,Safe & neat packaging,Jakarta Barat,22400,4.9,7178,1018,5
Books,Komik Seri : One Piece ( Eiichiro Oda ),Positive,Happy,"Produk asli, penjual respondsif, packaging rapi",4,Safe & neat packaging,Jakarta Barat,22400,4.9,7178,1018,5
Books,Komik Seri : One Piece ( Eiichiro Oda ),Positive,Happy,barang bagus kualitas oke,2,Good / works / authentic product,Jakarta Barat,22400,4.9,7178,1018,4
Books,"Al-Quran Tajwid Bukhara ukuran A6, Alquran Syaamil saku resleting",Positive,Happy,"Sempat terkendala dgn pengiriman, tapi dibayar dgn barang yang bagus dan packing nya rapih.",1,Fast delivery,Jakarta Selatan,62000,4.9,3638,1353,4
Books,Buku Gambar Arsitektur,Positive,Happy,Barang sesuai,2,Good / works / authentic product,Jakarta Timur,52000,4.9,2463,674,5
Books,Buku Gambar Arsitektur,Positive,Happy,bagus dan cepat,2,Good / works / authentic product,Jakarta Timur,52000,4.9,2463,674,5
Books,Buku Gambar Arsitektur,Positive,Happy,"Ok lah, buku sesuai pesanan",14,Good / works / authentic product,Jakarta Timur,52000,4.9,2463,674,4
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,Positive,Love,bgs bgt. anak2 suka sekali. terimakasih,5,Thanks & general praise,Jakarta Utara,215000,5.0,1547,824,5
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,Positive,Love,Bukunya bagus bgt semoga anakku suka.. pengemasannya rapi dan cepat meskipun ada yg lecet dikit tp seller mau bertanggung jwb dengan ksh diskon. Respon sellernya ramah sekali. Thanks yaa,14,Good / works / authentic product,Jakarta Utara,215000,5.0,1547,824,5
Books,Noisy Animals Sound Book with 60 Fantastic Sounds,Positive,Happy,"Ramah, pelayanan cepat, packaging rapih dan aman, pesanan pun sesuai dengan catatan. Terbaik, request pake kertas kado dan kartu ucapan pun free of charge. Belum pernah failed sih beli disini.",4,Safe & neat packaging,Jakarta Utara,215000,5.0,1547,824,5
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Positive,Happy,Barang bagus & sesuai deskripsi anakku senang banget!! Harga murah & pengiriman cepat,1,Fast delivery,Jakarta Utara,4000,4.9,44200,2130,5
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Positive,Happy,bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil,14,Good / works / authentic product,Jakarta Utara,4000,4.9,44200,2130,5
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Positive,Love,bagus bagusss semua. warnanya menarik bikin anak senang liat2 gambarnya.,0,Material & comfort,Jakarta Utara,4000,4.9,44200,2130,5
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",Positive,Love,bagus bgt bukunya. suka. makasih,14,Good / works / authentic product,Jakarta Utara,4000,4.9,44200,2130,5
Books,Buku JAGO PROYEK untuk Arsitek dan Sipil,Positive,Happy,barang aman dan sesuai pesanan,12,Repeat order / as ordered,Kota Tangerang,167000,4.6,562,187,4
Books,Dale Carnegie - How To Win Friends and Influence People-Simon & Schust,Positive,Happy,"barang sesuai deskripsi, makasih seller",13,Thanks & general praise,Kab. Bogor,54450,4.9,232,111,5
Books,Dale Carnegie - How To Win Friends and Influence People-Simon & Schust,Positive,Happy,cepet nyampenya bagus bukunya,14,Good / works / authentic product,Kab. Bogor,54450,4.9,232,111,4
Books,Spy x Family 01,Positive,Happy,Puas. Barang diterima dengan kondisi Baik dan tidak ada kendala.,3,"Responsive, friendly seller",Kota Tangerang Selatan,36000,5.0,412,278,5
Books,Spy x Family 01,Positive,Happy,"Ada sedikit cacat, selainnya oke",2,Good / works / authentic product,Kota Tangerang Selatan,36000,5.0,412,278,4
Books,Komik KOMPLIT Demon Slayer Kimetsu no Yaiba by Koyoharu Gotouge,Positive,Happy,"pesanan sesuai dengan apa yang diharapkan dan tidak mengecewakan. Mengenai barang tidak ada kecacatan sama sekali, pengemasannya sangat rapi Dan kuat, pengirimannya cepat, serta respon penjual cepat dan ramah. semoga sukses selalu, terimakasih.",3,"Responsive, friendly seller",Jakarta Barat,210000,5.0,193,150,5
Books,Komik KOMPLIT Demon Slayer Kimetsu no Yaiba by Koyoharu Gotouge,Positive,Happy,"barangnya sesuai pesanan dan bagus banget, tapi ada satu yg agak aus samping luar nya karena packibg kebuka.",2,Good / works / authentic product,Jakarta Barat,210000,5.0,193,150,4
Books,Bumi Bulan Matahari Bintang Ceros Batozar Komet Minor Selena Nebula - SELENA,Positive,Happy,"Barang original berkualitas, pengiriman cepat.",1,Fast delivery,Jakarta Barat,85000,4.9,106,41,5
Books,Bumi Bulan Matahari Bintang Ceros Batozar Komet Minor Selena Nebula - SELENA,Positive,Happy,terimakasih buku sudah sampai,14,Good / works / authentic product,Jakarta Barat,85000,4.9,106,41,4
Books,Kapita Selekta Kedokteran Edisi 4 Revisi 2016 (Buku 1+ 2) Original,Positive,Love,"pengiriman cepat, dibungkus rapi bubble wrap tebel, buku original, udah disampul rapih bgt, terbaik deh pokoknya!!",14,Good / works / authentic product,Jakarta Barat,185000,4.9,1137,368,5
Books,Kapita Selekta Kedokteran Edisi 4 Revisi 2016 (Buku 1+ 2) Original,Positive,Happy,Produk diterima kondisi baik. Pengiriman cepat dan packing rapi. Respon penjual oke,3,"Responsive, friendly seller",Jakarta Barat,185000,4.9,1137,368,4
Books,[ORIGINAL] Satu-Satunya Buku EKG Yang Anda Perlukan 8e - Malcolm S.,Positive,Happy,Pengiriman cepat dan buku aman,14,Good / works / authentic product,Jakarta Barat,120000,5.0,638,199,5
Books,[ORIGINAL] Satu-Satunya Buku EKG Yang Anda Perlukan 8e - Malcolm S.,Positive,Love,"Sesuai dg deskrip yg jual, packing bagus, dan tidak ada cacat, nanti sy mau pesan lagi.",10,Safe & neat packaging,Jakarta Barat,120000,5.0,638,199,4
Books,[ ORIGINAL ] Atlas Anatomi Manusia Edisi 7 - Frank H Netter,Positive,Happy,"buku sampai 2 hari setelah pemesanan, lumayan cepat pengirimannya. buku tiba dengan bubble wrap dan dalamnya masih dikemas dengan kardus lagi. overall bagus",8,Safe & neat packaging,Jakarta Barat,352000,4.9,262,126,5
Books,[ ORIGINAL ] Atlas Anatomi Manusia Edisi 7 - Frank H Netter,Positive,Happy,"Bukunya bagus, original tapi sayang dapet yang binding bagian bawahnya kurang bagus",14,Good / works / authentic product,Jakarta Barat,352000,4.9,262,126,4
Kitchen,Garpu makan hitam 25 pcs per pack plastik panjang murah,Positive,Happy,Barang sesuai deskripsi,10,Safe & neat packaging,Kota Tangerang,2900,5.0,11000,301,4
Kitchen,Garpu makan hitam 25 pcs per pack plastik panjang murah,Positive,Happy,barang sesuai dengan gambar. harga murah tapi kualitas ga murahan. pengiriman nya cepet. oke bgt deh puass,6,Affordable / good value,Kota Tangerang,2900,5.0,11000,301,5
Kitchen,Korek Api Kompor - Lighter Pemantik Kompor Gas,Positive,Happy,"Harga tdk mahal, kualitas baik",6,Affordable / good value,Jakarta Barat,12500,4.8,26600,3922,5
Kitchen,Korek Api Kompor - Lighter Pemantik Kompor Gas,Positive,Happy,sesuai harga,6,Affordable / good value,Jakarta Barat,12500,4.8,26600,3922,4
Kitchen,Square Front Lock Box 16 x 16 x 8 cm - Kotak Kardus Packaging Hampers,Positive,Happy,"brg sesuai realpict, kertasnya tebal, puas belanja di toko ini. terimakasih ??Ukuran Produk Sesuai.",3,"Responsive, friendly seller",Jakarta Barat,8000,5.0,7845,236,5
Kitchen,Square Front Lock Box 16 x 16 x 8 cm - Kotak Kardus Packaging Hampers,Positive,Love,"saya suka pelayanannya baik, pengirimannya cepat, packagingnya aman ada tulisan fragile handle with care, saya suka barangnya cuma ada saran sebaiknya bagian atas di box tidak ditekuk jadi kelihatan sedikit tidak bagus dan tidak rapi tp selain itu baik ??",10,Safe & neat packaging,Jakarta Barat,8000,5.0,7845,236,4
Kitchen,[FREE BUBBLE] POMPA GALON AIR MINUM ELECTRIC WIRELESS,Positive,Happy,Alhamdulillah bagus Material Produk Bagus. Produk Sesuai. Produk Berfungsi Dengan Baik.,7,Good / works / authentic product,Jakarta Pusat,25000,4.8,11000,3880,5
Kitchen,[FREE BUBBLE] POMPA GALON AIR MINUM ELECTRIC WIRELESS,Positive,Happy,Material Produk Bagus. Kualitas Produk Bagus. Produk Sesuai. Produk Berfungsi Dengan Baik.,7,Good / works / authentic product,Jakarta Pusat,25000,4.8,11000,3880,4
Kitchen,Pelindung Wastafel Cipratan Air Papan Penahan Kompor Anti Minyak,Positive,Happy,"pengiriman cepat, kualitas barang baik.",1,Fast delivery,Jakarta Barat,9999,4.8,868,226,5
Kitchen,Pelindung Wastafel Cipratan Air Papan Penahan Kompor Anti Minyak,Positive,Happy,Cukup baik hanya ukurannya tidak tercantumkan,0,Material & comfort,Jakarta Barat,9999,4.8,868,226,4
Kitchen,Wajan Kuali Penggorengan Alumunium No.10,Positive,Happy,Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Produk Original.,7,Good / works / authentic product,Jakarta Barat,26000,4.6,3544,1000,5
Kitchen,Wajan Kuali Penggorengan Alumunium No.11,Positive,Happy,"pengemasannya lama, mungkin krn high order.. saya kira kualitasnya yg kaya gimana gt, soalnya harganya diskon 90? (tapi saya tau itu cuma click bait aja), pas cek toko lain harganya lebih miring padahal, untungnya ada cashback. produk dtg udah ga simetris, mungkin kelamaan di kurir, masa alamat saya dibilang Negative address.. kalo komplain ke kurir kemana ya? btw kualitas barang dgn harga segitu ya Positive lah, tebal, blm dicobain buat masak. thanks seller",6,Affordable / good value,Jakarta Barat,26000,4.6,3544,1000,4
Kitchen,Philips Air Fryer HD9252/90 - Kapasitas 0.8kg / 4.1L,Positive,Happy,"Pengiriman super cepat,barang sesuai pesannya.",1,Fast delivery,Kab. Tangerang,2075000,5.0,1726,899,5
Kitchen,Philips Air Fryer HD9252/90 - Kapasitas 0.8kg / 4.1L,Positive,Happy,mudah dipakainya,0,Material & comfort,Kab. Tangerang,2075000,5.0,1726,899,4
Kitchen,[GROSIR] TIMBANGAN KUE DIGITAL DAPUR 10KG 10 KILOGRAM 1000 GRAM 1000G,Positive,Happy,Pesanan di terima dengan baik.maknyoss,5,Thanks & general praise,Kota Bekasi,59900,4.7,2463,932,5
Kitchen,[GROSIR] TIMBANGAN KUE DIGITAL DAPUR 10KG 10 KILOGRAM 1000 GRAM 1000G,Positive,Happy,Produk Berfungsi Dengan Baik.,7,Good / works / authentic product,Kota Bekasi,59900,4.7,2463,932,4
Kitchen,[GROSIR] TIMBANGAN KUE DIGITAL DAPUR 10KG 10 KILOGRAM 1000 GRAM 1000G,Positive,Happy,"Respon cepat,produk sampai dengan cepat,,",9,"Responsive, friendly seller",Kota Bekasi,59900,4.7,2463,932,3
Kitchen,Egg Timer Fackelmann,Positive,Happy,"Berfungsi dengan baik. Dapat flashsale harga murah, awalnya buat coba2 tapi ternyata oke. Bakal jadi andalan utk rebus telor.",6,Affordable / good value,Jakarta Timur,43000,4.9,1515,673,5
Kitchen,Egg Timer Fackelmann,Positive,Happy,"Barang tiba & sesuai pesanan, tinggal dipake masak deh.. Terima kasih ya..",5,Thanks & general praise,Jakarta Timur,43000,4.9,1515,673,4
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Positive,Happy,Material Produk Bagus. Produk Sesuai. Kualitas Produk Bagus. Produk Berfungsi Dengan Baik.,7,Good / works / authentic product,Jakarta Barat,70000,4.9,13300,7535,5
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Positive,Happy,"Mantap, pas sih walau agak goyang2 ga lengket ke galon, tpi speed air keluar cukup, mulutnya mungkin yah agak kurang panjang dikit",8,Safe & neat packaging,Jakarta Barat,70000,4.9,13300,7535,4
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Positive,Happy,Produk Sesuai. Produk Berfungsi Dengan Baik.,7,Good / works / authentic product,Jakarta Barat,70000,4.9,13300,7535,4
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,Positive,Happy,Material Produk Bagus. Ukuran Produk Sesuai. Produk Sesuai. Kualitas Produk Bagus.,7,Good / works / authentic product,Kab. Bekasi,30500,4.9,1451,675,5
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,Positive,Happy,Material Produk Bagus Ukuran Produk Sesuai,7,Good / works / authentic product,Kab. Bekasi,30500,4.9,1451,675,4
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,Positive,Happy,"Barang dah sampai, sesuai pesanan,harga murah,namun pengiriman agak lambat,mungkin karena toko nya tutup selama beberapa hari. Gak masalah. Makasih gan",6,Affordable / good value,Kab. Bekasi,30500,4.9,1451,675,4
Kitchen,Giza Grill Pan by SKITCHEN/Cast Iron PREMIUM/Panggangan Besi Cor,Positive,Happy,Material Produk Bagus Kualitas Produk Bagus Produk Sesuai Produk Original,7,Good / works / authentic product,Jakarta Barat,295000,5.0,2437,1382,5
Kitchen,Giza Grill Pan by SKITCHEN/Cast Iron PREMIUM/Panggangan Besi Cor,Positive,Happy,"barang bagus. saran : utk pengiriman tolong kotak nya dikasih tulisan fragile. tadi punya saya di jatuhin di dalam pagar, alhamdulillah gak pecah barangnya",10,Safe & neat packaging,Jakarta Barat,295000,5.0,2437,1382,4
Kitchen,Giza Grill Pan by SKITCHEN/Cast Iron PREMIUM/Panggangan Besi Cor,Positive,Happy,"bgs brgnya, semoga awet.",2,Good / works / authentic product,Jakarta Barat,295000,5.0,2437,1382,4
Kitchen,GM Bear Pisau Set Dapur Tebal isi 6 pcs 1138 - Pisat Set Dapur - Pisau Set 1141,Positive,Happy,Barang kondisi diterima baik dan aman. Saran aja mohon lebih cepat proses kirim nya dan klo di chat jgn respon nya lama sekali. Tks,9,"Responsive, friendly seller",Kab. Tangerang,409900,4.9,6394,3389,3
Kitchen,Oxone OX-605 Pisau Dapur Black Marble Knife Set,Positive,Happy,Tajam. Produk Original. Produk Sesuai. Kualitas Produk Bagus.,7,Good / works / authentic product,Jakarta Barat,149900,4.9,7160,3560,5
Kitchen,Oxone OX-605 Pisau Dapur Black Marble Knife Set,Positive,Happy,Produk Sesuai.,7,Good / works / authentic product,Jakarta Barat,149900,4.9,7160,3560,4
Kitchen,Oxone OX-605 Pisau Dapur Black Marble Knife Set,Positive,Happy,Barang bagus dan sesuai,2,Good / works / authentic product,Jakarta Barat,149900,4.9,7160,3560,3
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,Positive,Happy,Tajam. Kualitas Produk Bagus. Produk Original. Produk Sesuai.,7,Good / works / authentic product,Jakarta Timur,130000,4.9,2062,1141,5
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,Positive,Happy,"Produk sesuai deskripsi. Talenan tipis. Pisau tajam jadi enak untuk dipakai, grip pada gagang terasa nyaman.",0,Material & comfort,Jakarta Timur,130000,4.9,2062,1141,4
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,Positive,Happy,"celemeknya tebal dan warna sesuai pesanan. packingnya tebal berlapis-lapis, barang sampai tanpa rusak/basah. Di toko ini juga banyak variasi celemeknya, jadi bisa memilih sesuai kebutuhan. sukses selalu untuk seller.",4,Safe & neat packaging,Jakarta Barat,38000,4.9,15100,2339,5
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,Positive,Happy,"celemekny dah Dateng,packing hanya diberi kertas amplom coklat, pengiriman cepat",1,Fast delivery,Jakarta Barat,38000,4.9,15100,2339,4
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,Positive,Happy,"produk cukup bagus, pas sesuai harga",6,Affordable / good value,Jakarta Barat,38000,4.9,15100,2339,3
Kitchen,SARUNG TANGAN PLASTIK isi 100pcs / 50 pasang,Positive,Happy,Barang sesuai pesanan dan telah diterima dengan baik. Terima kasih.,5,Thanks & general praise,Jakarta Utara,5300,4.9,106400,3404,5
Kitchen,SARUNG TANGAN PLASTIK isi 100pcs / 50 pasang,Positive,Happy,sesuai yang dipesan. Terima kasih,5,Thanks & general praise,Jakarta Utara,5300,4.9,106400,3404,4
Kitchen,Pematik Gas-Korek Api Kompor-Korek Gas Panjang-Lighter Pemantik Gas,Positive,Happy,barang bagus . .gambar sama aslinya sesuai.,2,Good / works / authentic product,Jakarta Utara,9000,4.9,23600,1849,5
Kitchen,Pematik Gas-Korek Api Kompor-Korek Gas Panjang-Lighter Pemantik Gas,Positive,Happy,bagus barang nya,2,Good / works / authentic product,Jakarta Utara,9000,4.9,23600,1849,4
Kitchen,Angola Alat Potong Kentang Sayur E01 Pengiris ParutanvChopper Kitchen - Merah Muda,Positive,Happy,barang bagus sesuai dengan gambar,2,Good / works / authentic product,Kab. Tangerang,99000,4.9,4802,1944,5
Kitchen,Angola Alat Potong Kentang Sayur E01 Pengiris ParutanvChopper Kitchen - Merah Muda,Positive,Happy,sesuai harga,6,Affordable / good value,Kab. Tangerang,99000,4.9,4802,1944,4
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 6,Positive,Happy,Mantap Tajam. Kualitas Produk Bagus. Produk Sesuai.,7,Good / works / authentic product,Jakarta Utara,55000,4.9,3041,1253,5
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 7,Positive,Happy,Produk Sesuai.,7,Good / works / authentic product,Jakarta Utara,55000,4.9,3041,1253,5
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 8,Positive,Happy,Barang nya bagus sesuai dengan gambar dan tajam juga Semoga awet deh pisau nya,2,Good / works / authentic product,Jakarta Utara,55000,4.9,3041,1253,4
Kitchen,Pisau Set 6 in 1 Stainless Ceramic Anti Lengket Pisau 1 Set isi 9,Positive,Happy,Kualitas Produk Bagus.,7,Good / works / authentic product,Jakarta Utara,55000,4.9,3041,1253,4
Kitchen,OXONE Black Marble Knife Set OX-605,Positive,Happy,Material Produk Bagus. Produk Sesuai. Kualitas Produk Bagus. Produk Original.,7,Good / works / authentic product,Jakarta Pusat,119000,4.9,8903,3118,5
Kitchen,OXONE Black Marble Knife Set OX-606,Positive,Happy,pesanan cepat sampai d tujuan barang tiada kendala,1,Fast delivery,Jakarta Pusat,119000,4.9,8903,3118,4
Kitchen,OXONE Black Marble Knife Set OX-607,Positive,Happy,"packing aman, Produk Sesuai. Kualitas Produk Bagus.",7,Good / works / authentic product,Jakarta Pusat,119000,4.9,8903,3118,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,Positive,Happy,"mantaps... murmer, gede, ga pake lengket2 ??",6,Affordable / good value,Kab. Tangerang,419000,4.9,2792,1454,5
